name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
8159 sideroad 30 ,2019-05-17,15.3,7.8,11.3,15.3,5.8,10.5,7.2,77.1,0.026,100,4.17,rain,0,0,39.4,23.7,317.8,1009.4,37.5,14.3,331.3,28.5,10,,2019-05-17T05:54:14,2019-05-17T20:41:41,0.46,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-18,14.6,3.4,9.4,14.6,1.6,8.6,3.8,69.5,0.2,100,4.17,rain,0,0,33.1,17.5,97.5,1015.9,55.9,13.8,147.9,12.7,6,,2019-05-18T05:53:14,2019-05-18T20:42:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-19,26.9,7.1,16.4,27.4,7.1,16.3,10.3,69,2.413,100,16.67,rain,0,0,61.1,39.9,213,1009,65.6,14.6,209.9,17.9,8,,2019-05-19T05:52:16,2019-05-19T20:43:48,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-20,15.4,5.4,11,15.4,2.2,9.7,8.4,83.8,0,0,0,,0,0,56.4,40.8,271.9,1009.7,76.8,14.7,135.5,11.5,6,,2019-05-20T05:51:20,2019-05-20T20:44:49,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-21,16.5,2,9.8,16.5,-0.6,8.7,2.5,64.8,0,0,0,,0,0,39.2,19.5,344.1,1020.7,22.4,14.7,337.4,29,10,,2019-05-21T05:50:25,2019-05-21T20:45:51,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,AV116,F5184,71833099999"
8159 sideroad 30 ,2019-05-22,13.4,5.5,10.2,13.4,4.6,9.8,4.3,67.7,0.026,100,4.17,rain,0,0,40.5,27.6,104.8,1021.5,71.8,14.7,103.3,9.1,3,,2019-05-22T05:49:33,2019-05-22T20:46:51,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-23,23.3,7.3,14.4,23.3,6.1,14.3,10.1,77.7,2.816,100,29.17,rain,0,0,68.6,42,273.5,1013.3,63,12.6,156.5,13.6,7,,2019-05-23T05:48:42,2019-05-23T20:47:50,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-24,18.4,8.3,13.4,18.4,6.5,12.9,9.7,79.6,0,0,0,,0,0,43.9,23.7,301.9,1019.1,46.5,14.7,251.2,21.7,9,,2019-05-24T05:47:54,2019-05-24T20:48:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-25,23.5,9.9,15.9,23.5,9.9,15.9,14.3,90.8,21.363,100,41.67,rain,0,0,50.5,19.9,197.4,1014.5,76,11.1,165.1,14.2,10,,2019-05-25T05:47:07,2019-05-25T20:49:46,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,F5184,71833099999"
8159 sideroad 30 ,2019-05-26,19.1,11.7,16.7,19.1,11.7,16.7,11.9,74.6,0.026,100,4.17,rain,0,0,40.7,22.4,302.1,1014.9,27.7,14.6,263.1,23,9,,2019-05-26T05:46:23,2019-05-26T20:50:42,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-27,21.5,9.8,15.6,21.5,9.3,15.6,8.4,64.5,0.585,100,4.17,rain,0,0,31.3,15.6,15.7,1016.7,35.1,14.5,284.5,24.6,10,,2019-05-27T05:45:40,2019-05-27T20:51:37,0.78,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-28,13.1,8.6,10.4,13.1,4.9,9.4,9.2,92.3,3.539,100,54.17,rain,0,0,41.4,28.2,86.8,1008,99.2,9.8,53.8,4.5,2,,2019-05-28T05:45:00,2019-05-28T20:52:31,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,F5184,71833099999"
8159 sideroad 30 ,2019-05-29,15.9,10.1,12.2,15.9,10.1,12.2,10.4,89.4,0.207,100,16.67,rain,0,0,22.7,11,190.3,1008.2,89.2,10.3,93.1,8.1,3,,2019-05-29T05:44:22,2019-05-29T20:53:24,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-30,19.9,9.9,14.7,19.9,9.9,14.7,12.5,87.4,0.781,100,4.17,rain,0,0,42.1,22.6,261.6,1006.7,71.9,9,158.1,13.6,6,,2019-05-30T05:43:45,2019-05-30T20:54:16,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-05-31,21.3,5.5,14.2,21.3,3.6,13.9,7.2,64.6,1.211,100,8.33,rain,0,0,35.6,17,252.2,1009.4,15.7,14.7,289.6,24.9,9,,2019-05-31T05:43:11,2019-05-31T20:55:06,0.91,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-01,22.3,12.3,16.6,22.3,12.3,16.6,13.4,82.6,3.017,100,16.67,rain,0,0,49.1,32.3,254.1,1007.4,74.8,13.1,173.8,15.2,7,,2019-06-01T05:42:39,2019-06-01T20:55:55,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-02,16.2,6.5,12.6,16.2,4.3,12.2,5.4,64.6,0.549,100,16.67,rain,0,0,42.8,31,309.8,1008.6,48.9,13,284.4,24.6,10,,2019-06-02T05:42:09,2019-06-02T20:56:43,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-03,13.7,4.4,8.7,13.7,0.4,6.9,2.3,65.3,0.781,100,4.17,rain,0,0,46.1,32,307.5,1016.7,25.2,14.7,335.5,28.8,10,,2019-06-03T05:41:42,2019-06-03T20:57:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-04,21.5,3.1,12.3,21.5,3.1,12.3,7.5,74.7,0.966,100,8.33,rain,0,0,40,25.1,224.2,1015.8,61.1,14.6,173.8,14.8,8,,2019-06-04T05:41:16,2019-06-04T20:58:14,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-05,18.5,13.5,16.5,18.5,13.5,16.5,14.8,89.8,16.06,100,41.67,rain,0,0,36.4,12.4,224,1007.6,85.5,9.3,89.2,7.7,4,,2019-06-05T05:40:53,2019-06-05T20:58:57,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-06,22.8,13.8,17.7,22.8,13.8,17.7,11.3,70,0,0,0,,0,0,24.8,13.8,25.6,1011.5,49.5,9.5,324.1,28,10,,2019-06-06T05:40:31,2019-06-06T20:59:38,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-07,24.1,8.9,17.6,24.1,8.9,17.6,8,58.4,0.399,100,4.17,rain,0,0,31.5,15,23.9,1016.4,0,14.5,347.8,30.1,10,,2019-06-07T05:40:12,2019-06-07T21:00:18,0.15,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-08,22.5,13.2,17.8,22.5,13.2,17.8,5.1,45.1,0,0,0,,0,0,37.1,26,86.8,1021.5,0,14.7,347.9,30,10,,2019-06-08T05:39:56,2019-06-08T21:00:57,0.19,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-09,24.3,11.9,18.8,24.3,11.9,18.8,8.8,52.4,0,0,0,,0,0,38.9,19.6,104.2,1021.2,25.1,14.7,261.3,22.7,8,,2019-06-09T05:39:41,2019-06-09T21:01:33,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-10,19.5,11.8,16.5,19.5,11.8,16.5,13.1,81.1,7.702,100,25,rain,0,0,56.3,36.3,197.8,1013.3,96.4,14,84.7,7.4,4,,2019-06-10T05:39:29,2019-06-10T21:02:08,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,AV116,F5184,71833099999"
8159 sideroad 30 ,2019-06-11,19.5,8,14.1,19.5,6.1,13.7,6.8,64.4,0.585,100,4.17,rain,0,0,49.3,28.6,302.5,1019.4,13,14.7,361.8,31.5,10,,2019-06-11T05:39:19,2019-06-11T21:02:41,0.3,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-12,21.4,6.9,15.1,21.4,5.8,15,6.5,60.5,1.374,100,8.33,rain,0,0,34.9,23.5,154,1017.6,17.4,14.4,339.2,29.4,10,,2019-06-12T05:39:11,2019-06-12T21:03:13,0.33,Rain,Clear conditions throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-13,16.4,11,13.6,16.4,11,13.6,11.5,87.1,10.719,100,54.17,rain,0,0,40.7,23.3,198,1005.1,94.6,13.1,93.5,8.2,4,,2019-06-13T05:39:05,2019-06-13T21:03:42,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-14,20.1,8.2,14.1,20.1,4.8,13,8.1,69.3,1.609,100,20.83,rain,0,0,47.8,32.8,276.3,1011.9,57.5,14.5,306.8,26.5,10,,2019-06-14T05:39:01,2019-06-14T21:04:10,0.4,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-15,17.2,14,15.7,17.2,14,15.7,11.9,79.2,1.283,100,16.67,rain,0,0,46.7,31.1,229.8,1011.2,94.3,12.7,57.8,4.8,2,,2019-06-15T05:39:00,2019-06-15T21:04:35,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-16,18.6,9.3,14.7,18.6,7.9,14.6,9.8,74,0.69,100,12.5,rain,0,0,28.4,17.4,69.5,1012.4,73.3,14.5,169,14.6,5,,2019-06-16T05:39:01,2019-06-16T21:04:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-17,21.2,11.5,16.4,21.2,11.5,16.4,11.2,72.6,1.561,100,4.17,rain,0,0,19.8,10.9,91.7,1016.1,70.1,14.6,260.1,22.5,9,,2019-06-17T05:39:04,2019-06-17T21:05:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-18,23.5,13.6,18.8,23.5,13.6,18.8,12.6,68.9,1.365,100,4.17,rain,0,0,23.4,9.9,117.3,1014,72.4,14.7,241,20.8,9,,2019-06-18T05:39:09,2019-06-18T21:05:40,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-19,24.4,12.7,19.2,24.4,12.7,19.2,12.6,68.7,1.755,100,4.17,rain,0,0,19.1,14.1,20.5,1009.1,27.4,14.1,277.8,23.8,9,,2019-06-19T05:39:16,2019-06-19T21:05:57,0.57,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-20,20.6,15.1,17.3,20.6,15.1,17.3,14.7,84.9,4.277,100,45.83,rain,0,0,37.1,21.9,35.3,1003.7,99.8,14.2,116.7,10,5,,2019-06-20T05:39:25,2019-06-20T21:06:13,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-21,20.5,12,16.3,20.5,12,16.3,10.8,71,0.87,100,25,rain,0,0,37.8,25.8,335.2,1011.9,24.7,14.7,309.2,26.7,10,,2019-06-21T05:39:37,2019-06-21T21:06:26,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-22,22.5,9.7,16.8,22.5,8.6,16.8,8.4,60.6,0,0,0,,0,0,34.9,16.2,3.7,1019.2,0,14.7,345,29.8,10,,2019-06-22T05:39:50,2019-06-22T21:06:37,0.67,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-23,25.1,8.7,18.2,25.1,8.7,18.2,9.6,61.3,0.975,100,4.17,rain,0,0,22.3,10.2,229.6,1017.5,3.8,14.5,348.6,30.5,10,,2019-06-23T05:40:06,2019-06-23T21:06:46,0.7,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-24,25,12.5,19.3,25,12.5,19.3,14.1,73,2.842,100,8.33,rain,0,0,34.9,20.7,135.5,1008.3,81.2,14.2,198.5,17,9,,2019-06-24T05:40:24,2019-06-24T21:06:53,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-25,23.1,16.9,19.4,23.1,16.9,19.4,15.5,79.3,8.489,100,29.17,rain,0,0,55.1,27.6,255.4,1008.9,37.7,17.2,221.3,19.2,8,,2019-06-25T05:40:43,2019-06-25T21:06:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-26,25.7,16,21.2,25.7,16,21.2,14.6,68.3,0.741,100,4.17,rain,0,0,52.6,29.1,265.4,1015.6,20.1,14.7,320.1,27.7,10,,2019-06-26T05:41:05,2019-06-26T21:07:00,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-27,28.2,12.8,21.3,27.7,12.8,21.2,13,64,0.585,100,4.17,rain,0,0,21.2,10.4,240.7,1021.4,6.9,13.8,335.4,28.9,10,,2019-06-27T05:41:28,2019-06-27T21:07:00,0.83,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-28,27.5,13.9,20.1,27.6,13.9,20.2,16.7,82.2,4.141,100,20.83,rain,0,0,40.7,26.1,263.1,1020.9,53.2,15.2,167.1,14.2,8,,2019-06-28T05:41:54,2019-06-28T21:06:58,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71368099999,71624099999,CWLS,CXHM,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-29,26.6,17.6,22.3,26.6,17.6,22.3,17.6,76.7,3.053,100,20.83,rain,0,0,39.2,20,299.3,1016.7,38.8,13.9,297.5,25.6,9,,2019-06-29T05:42:21,2019-06-29T21:06:54,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71368099999,71624099999,CWLS,CXHM,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-06-30,23.3,14.2,19.1,23.3,14.2,19.1,11.9,64.8,0,0,0,,0,0,40.7,19.1,337.8,1015.1,5.1,16.4,356.7,30.9,10,,2019-06-30T05:42:50,2019-06-30T21:06:48,0.93,Clear,Clear conditions throughout the day.,clear-day,"71368099999,71624099999,CWLS,CXHM,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-01,27.3,10.4,19.7,27.7,10.4,19.7,13.7,71.2,1.074,100,4.17,rain,0,0,29.9,15.5,227.1,1015.3,13.6,16.2,298.8,25.7,8,,2019-07-01T05:43:21,2019-07-01T21:06:39,0.96,Rain,Clear conditions throughout the day with afternoon rain.,rain,"71352099999,71368099999,71624099999,CWLS,CXHM,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-02,23.7,16,20.9,23.7,16,20.9,17.6,81.9,1.805,100,25,rain,0,0,37.1,16.7,299.3,1011.7,85.3,14.2,129.8,11.1,4,,2019-07-02T05:43:53,2019-07-02T21:06:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-03,28.4,17,22.2,28.6,17,22.3,18,79.5,0.641,100,8.33,rain,0,0,17.6,11.9,5.4,1013,40.3,9.3,283.5,24.4,9,,2019-07-03T05:44:27,2019-07-03T21:06:15,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-04,29.2,15.5,23.1,30.9,15.5,23.6,17.4,70.9,0.781,100,4.17,rain,0,0,27.4,12.4,102.2,1016.9,11,13.9,286.8,24.7,9,,2019-07-04T05:45:03,2019-07-04T21:05:59,0.07,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-05,30.9,18.2,24.7,33.4,18.2,25.7,20.1,77,2.557,100,16.67,rain,0,0,34.2,18,239,1016.5,33.8,11.8,211.8,18.2,9,,2019-07-05T05:45:41,2019-07-05T21:05:41,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-06,28.2,20.8,24.5,30.5,20.8,25.1,20.1,77.3,1.484,100,16.67,rain,0,0,31.7,14,356.9,1014.1,75.2,14.5,191.5,16.6,6,,2019-07-06T05:46:20,2019-07-06T21:05:21,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-07,23.8,14.2,20.3,23.8,14.2,20.3,12.7,63.1,0.153,100,4.17,rain,0,0,31.3,17.9,75.6,1016.7,36.5,17.4,334.5,28.9,10,,2019-07-07T05:47:01,2019-07-07T21:04:59,0.17,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-08,25.2,9.8,18.1,25.2,9.8,18.1,10.9,66.8,3.033,100,4.17,rain,0,0,15.8,9.9,23.7,1017.6,12.7,17,287.1,24.5,9,,2019-07-08T05:47:43,2019-07-08T21:04:35,0.21,Rain,Clear conditions throughout the day with afternoon rain.,rain,"71352099999,71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-09,26.2,12,19.4,26.2,12,19.4,11.7,64.2,3.071,100,12.5,rain,0,0,19.4,15.3,82.3,1018.6,5,16.2,306.4,26.5,9,,2019-07-09T05:48:27,2019-07-09T21:04:08,0.25,Rain,Clear conditions throughout the day with rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-10,29.6,11.8,21.5,29.5,11.8,21.5,15,70.2,1.217,100,12.5,rain,0,0,33.1,15.9,198.1,1015.5,16.9,13.3,309.3,26.6,9,,2019-07-10T05:49:11,2019-07-10T21:03:39,0.28,Rain,Clear conditions throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-11,26.5,16.2,21.5,26.5,16.2,21.5,17.9,80.4,0.73,100,20.83,rain,0,0,46.1,27.4,290.1,1009.6,33.5,13.8,202.7,17.7,8,,2019-07-11T05:49:58,2019-07-11T21:03:08,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-12,21.3,14.8,17.2,21.3,14.8,17.2,14,81.8,0.781,100,4.17,rain,0,0,34.9,21,304.6,1012.3,47.4,14.7,136.5,11.7,4,,2019-07-12T05:50:45,2019-07-12T21:02:35,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-13,27.7,12.1,20.4,28.6,12.1,20.6,15.8,76.7,1.56,100,8.33,rain,0,0,46.9,30.3,266.9,1013.4,22,14.2,247.3,21.5,9,,2019-07-13T05:51:34,2019-07-13T21:02:00,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-14,24.7,13,19.2,24.7,13,19.2,11.9,64.4,2.265,100,4.17,rain,0,0,35.6,17.7,316.5,1018.5,0,14.7,336.7,29.1,10,,2019-07-14T05:52:24,2019-07-14T21:01:22,0.42,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-15,27.5,9.1,19.6,27.2,9.1,19.5,12.1,66.1,4.906,100,16.67,rain,0,0,140.8,13.3,205.7,1019.1,28.5,14.7,288.4,24.8,9,,2019-07-15T05:53:16,2019-07-15T21:00:42,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-16,28.1,17.4,23,29.2,17.4,23.2,18.5,77.3,3.785,100,33.33,rain,0,0,41.8,21.5,236.9,1014.6,55.7,17.1,191.1,16.7,8,,2019-07-16T05:54:08,2019-07-16T21:00:01,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-17,27.7,20.3,23.6,29.4,20.3,23.9,20.8,85.3,23.531,100,33.33,rain,0,0,22.7,14.2,0.9,1012.4,65.3,15.5,216,18.7,10,,2019-07-17T05:55:01,2019-07-17T20:59:17,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-18,28.2,18.3,23.3,30,18.3,23.7,19.8,82.1,0.023,100,4.17,rain,0,0,28.8,15.2,162.5,1012.8,54.1,13.6,205.3,17.8,8,,2019-07-18T05:55:56,2019-07-18T20:58:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-19,28.3,22.1,25.1,32.6,22.1,26.3,22.3,84.5,2.623,100,16.67,rain,0,0,90.7,15.4,233.3,1009.7,41.9,17.3,165.2,14.1,6,,2019-07-19T05:56:51,2019-07-19T20:57:43,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-20,31.2,21.2,26.3,34,21.2,27.4,21.7,77.5,3.082,100,8.33,rain,0,0,64.7,26.9,253.5,1009.9,53.6,16.7,232.8,20,9,,2019-07-20T05:57:47,2019-07-20T20:56:53,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-21,26.3,17,22.2,26.3,17,22.2,15.9,70.7,1.283,100,12.5,rain,0,0,48.6,15.8,304.9,1012.2,33.3,17.3,282,24.4,9,,2019-07-21T05:58:45,2019-07-21T20:56:01,0.66,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-22,23.9,16.9,19.6,23.9,16.9,19.6,15.5,77.7,0.348,100,12.5,rain,0,0,37.1,15.9,357,1012.6,73.9,17.1,148.4,12.9,6,,2019-07-22T05:59:43,2019-07-22T20:55:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2019-07-23,24.3,12.1,18.3,24.3,12.1,18.3,10.5,63.3,0.27,100,8.33,rain,0,0,28.1,14.9,319.2,1014.3,22.2,17.4,300,26,9,,2019-07-23T06:00:41,2019-07-23T20:54:12,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71368099999,71624099999,CWLS,71631099999,AV116,71263099999,F5184,71833099999"
