name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
8159 sideroad 30 ,2021-11-26,1.4,-4.7,-2.5,-4.1,-11.1,-9.1,-5.5,80.0,0.03,100,25.0,"rain,snow",0.0,0.3,51.0,36.8,305.3,1011.9,96.4,14.7,39.5,3.5,2,,2021-11-26T07:29:37,2021-11-26T16:47:26,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-11-27,-0.6,-4.7,-3.2,-3.6,-10.5,-6.6,-6.5,78.6,0.408,100,8.33,"rain,snow",1.3,0.6,41.8,17.8,270.7,1015.0,91.4,13.3,53.2,4.4,4,,2021-11-27T07:30:48,2021-11-27T16:46:55,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-11-28,-1.2,-3.7,-2.6,-1.2,-7.8,-3.5,-3.9,91.4,2.441,100,62.5,"rain,snow",1.4,2.2,18.4,10.9,56.6,1009.6,98.0,6.0,10.4,0.9,0,,2021-11-28T07:31:58,2021-11-28T16:46:27,0.81,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-11-29,0.0,-10.7,-4.9,-2.0,-14.1,-7.0,-6.4,89.0,0.035,100,12.5,"rain,snow",0.9,3.3,25.2,10.8,259.2,1016.3,64.2,14.3,15.3,1.4,1,,2021-11-29T07:33:06,2021-11-29T16:46:02,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-11-30,1.4,-6.1,-1.7,-2.6,-7.6,-4.6,-3.0,90.8,1.639,100,54.17,"rain,snow",0.4,3.6,38.9,22.6,241.3,1012.1,98.4,11.4,23.3,2.0,1,,2021-11-30T07:34:14,2021-11-30T16:45:39,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-01,2.2,-2.4,0.6,-0.3,-6.0,-3.1,-2.8,78.0,0.0,0,0.0,,0.0,2.5,41.4,23.9,216.0,1016.3,87.8,14.7,70.5,6.0,4,,2021-12-01T07:35:21,2021-12-01T16:45:18,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-02,7.3,-0.1,3.8,3.0,-6.3,-1.4,1.4,84.9,2.281,100,58.33,"rain,snow",0.0,0.6,56.7,36.5,259.0,1003.4,84.8,10.5,25.6,2.2,1,,2021-12-02T07:36:26,2021-12-02T16:45:00,0.95,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"71352099999,CZEL,71368099999,71624099999,E5149,CWLS,CXHM,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-03,-0.1,-1.7,-1.0,-0.6,-5.8,-3.9,-4.8,75.5,0.0,0,0.0,,0.0,0.5,41.4,23.4,314.8,1017.7,95.7,14.7,35.7,3.2,2,,2021-12-03T07:37:30,2021-12-03T16:44:44,0.98,Overcast,Cloudy skies throughout the day.,cloudy,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-04,1.9,-1.6,0.1,-1.6,-5.6,-4.3,-4.0,75.0,0.0,0,0.0,,0.0,0.3,47.8,31.4,257.9,1018.8,72.5,14.4,45.3,3.9,2,,2021-12-04T07:38:33,2021-12-04T16:44:31,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-05,0.8,-3.6,-1.4,-3.2,-8.6,-5.2,-4.3,81.5,13.082,100,37.5,"rain,snow",0.1,2.6,46.4,31.0,113.1,1020.8,89.2,12.6,25.8,2.2,1,,2021-12-05T07:39:34,2021-12-05T16:44:20,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,71624099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-06,7.0,-2.7,2.1,4.8,-9.1,-3.1,0.3,88.5,6.868,100,58.33,"rain,snow",1.9,1.0,72.6,46.7,251.4,1003.5,87.8,8.3,17.6,1.5,1,,2021-12-06T07:40:34,2021-12-06T16:44:12,0.08,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-07,-3.4,-10.5,-6.5,-9.3,-14.1,-12.1,-9.7,78.3,0.441,100,29.17,snow,1.1,1.8,46.4,21.7,264.6,1020.7,78.1,14.0,36.8,3.3,2,,2021-12-07T07:41:32,2021-12-07T16:44:06,0.11,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-08,-4.4,-9.9,-6.6,-5.4,-13.0,-9.6,-8.8,84.5,0.672,100,41.67,snow,0.5,2.1,30.6,12.9,228.4,1016.9,91.2,9.6,16.3,1.5,1,,2021-12-08T07:42:29,2021-12-08T16:44:03,0.15,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-09,-1.5,-10.1,-5.5,-6.3,-11.7,-9.3,-7.2,87.5,2.036,100,12.5,"rain,snow",1.0,2.8,35.2,22.2,109.7,1019.2,84.9,12.8,19.6,1.6,1,,2021-12-09T07:43:24,2021-12-09T16:44:02,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-10,3.5,-1.1,1.0,3.3,-4.8,-0.8,-1.0,87.1,0.584,100,12.5,"rain,snow",0.5,2.6,35.1,23.6,113.5,1014.3,87.6,11.4,46.8,4.0,2,,2021-12-10T07:44:17,2021-12-10T16:44:04,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-11,15.4,-0.1,6.0,15.4,-6.9,2.2,3.5,84.6,17.484,100,66.67,"rain,snow",0.1,0.3,88.1,54.2,226.8,997.2,86.4,11.1,45.6,3.8,3,,2021-12-11T07:45:09,2021-12-11T16:44:09,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,71624099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-12,4.9,-1.8,1.3,0.3,-7.2,-3.8,-3.4,71.4,0.019,100,8.33,"rain,snow",0.2,0.3,43.2,28.9,235.1,1016.9,17.2,14.7,96.0,8.1,4,,2021-12-12T07:45:59,2021-12-12T16:44:16,0.28,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-13,6.8,0.9,3.0,3.1,-3.8,-1.1,-2.0,70.4,0.0,0,0.0,,0.0,0.0,47.2,27.3,239.6,1021.5,23.2,14.7,95.5,8.2,4,,2021-12-13T07:46:47,2021-12-13T16:44:26,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-14,5.8,-2.8,1.3,3.2,-4.4,-1.5,-2.1,79.7,0.0,0,0.0,,0.0,0.3,37.1,20.8,78.4,1033.8,46.9,12.8,96.8,8.3,4,,2021-12-14T07:47:33,2021-12-14T16:44:38,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-15,9.8,0.8,4.4,7.9,-4.2,0.9,1.1,79.8,0.591,100,12.5,"rain,snow",0.0,0.2,43.9,23.7,138.5,1023.5,99.2,14.7,13.4,1.0,1,,2021-12-15T07:48:17,2021-12-15T16:44:52,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-16,13.8,2.4,10.7,13.8,-3.1,9.6,4.5,66.6,0.026,100,4.17,rain,0.0,0.0,65.5,46.2,219.8,1007.2,56.3,14.7,19.0,1.7,1,,2021-12-16T07:48:59,2021-12-16T16:45:09,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-17,2.5,-2.2,0.0,-3.4,-6.1,-5.0,-4.5,71.6,0.0,0,0.0,,0.0,0.4,49.3,32.4,275.5,1021.0,41.2,14.7,96.7,8.4,4,,2021-12-17T07:49:38,2021-12-17T16:45:29,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-18,-1.7,-3.9,-2.5,-1.8,-9.3,-7.0,-4.7,84.8,3.097,100,41.67,"rain,snow",1.7,0.6,36.0,18.3,43.8,1018.5,99.6,10.6,20.5,1.8,1,,2021-12-18T07:50:16,2021-12-18T16:45:51,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-19,-3.1,-14.3,-7.6,-8.6,-14.3,-11.3,-10.6,79.5,0.0,0,0.0,snow,3.1,3.7,29.9,18.1,317.3,1026.1,44.5,14.7,102.4,8.8,4,,2021-12-19T07:50:52,2021-12-19T16:46:15,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-20,1.3,-13.8,-2.9,-4.5,-13.8,-7.4,-6.0,79.5,0.154,100,4.17,"rain,snow",0.0,4.2,45.6,30.9,222.7,1021.2,76.9,14.7,82.2,7.2,4,,2021-12-20T07:51:25,2021-12-20T16:46:42,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-21,0.9,-5.3,-1.4,-2.9,-6.7,-4.7,-4.5,80.1,0.0,0,0.0,,0.0,2.7,37.8,20.6,178.9,1013.4,81.0,14.5,74.2,6.4,5,,2021-12-21T07:51:56,2021-12-21T16:47:11,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-22,1.7,-5.9,-3.5,-3.9,-13.0,-10.6,-7.0,77.2,0.167,100,45.83,"rain,snow",0.4,2.1,53.0,39.5,269.5,1008.4,91.1,12.5,41.9,3.7,2,,2021-12-22T07:52:25,2021-12-22T16:47:43,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-23,-2.6,-7.8,-5.1,-6.8,-11.8,-9.6,-8.2,79.9,1.91,100,25.0,snow,1.5,2.9,32.4,18.2,166.7,1018.5,85.1,11.6,42.4,3.5,2,,2021-12-23T07:52:52,2021-12-23T16:48:16,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-24,1.5,-2.2,-0.3,-2.2,-5.7,-4.1,-1.2,94.0,0.289,100,12.5,"rain,snow",3.8,5.4,31.3,20.0,106.4,1011.4,97.3,6.5,30.0,2.6,2,,2021-12-24T07:53:16,2021-12-24T16:48:52,0.69,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-25,4.3,1.3,2.3,2.8,-2.7,-0.5,1.6,94.7,2.141,100,50.0,"rain,snow",0.0,2.2,40.7,19.3,331.6,1002.1,95.8,6.3,18.8,1.6,1,,2021-12-25T07:53:38,2021-12-25T16:49:31,0.72,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-26,1.3,-4.7,-0.5,-2.1,-8.2,-4.6,-3.7,79.2,0.0,0,0.0,,0.0,0.4,37.8,21.8,303.2,1018.0,88.7,14.7,31.0,2.7,1,,2021-12-26T07:53:58,2021-12-26T16:50:11,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-27,-0.9,-6.6,-3.8,-1.2,-13.2,-9.5,-5.3,89.7,0.518,100,16.67,"rain,snow",0.9,0.4,43.1,30.8,88.5,1012.7,99.5,9.2,17.3,1.4,1,,2021-12-27T07:54:15,2021-12-27T16:50:54,0.79,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-28,0.9,-2.1,-0.6,-0.7,-7.2,-4.6,-3.5,81.3,0.755,100,29.17,"rain,snow",0.7,1.2,47.0,30.8,276.0,1010.0,92.6,12.3,36.0,3.2,2,,2021-12-28T07:54:29,2021-12-28T16:51:39,0.83,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-29,0.8,-1.9,-0.4,-1.6,-6.3,-3.5,-1.1,94.8,0.266,100,16.67,"rain,snow",0.2,1.5,25.6,12.7,120.5,1011.6,99.3,4.5,17.8,1.5,1,,2021-12-29T07:54:42,2021-12-29T16:52:25,0.86,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-30,0.7,-1.9,-0.5,0.7,-4.2,-2.1,-2.4,87.6,0.003,100,4.17,"rain,snow",0.0,0.7,19.1,10.9,32.5,1013.9,83.0,14.2,33.2,2.9,3,,2021-12-30T07:54:51,2021-12-30T16:53:14,0.89,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2021-12-31,3.6,-1.1,1.5,2.4,-3.6,-0.5,0.6,93.7,0.402,100,20.83,"rain,snow",0.0,0.3,32.8,14.5,161.0,1010.8,98.7,7.0,20.0,1.7,1,,2021-12-31T07:54:59,2021-12-31T16:54:05,0.93,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-01,3.1,-3.9,0.8,3.0,-10.7,-2.9,-0.7,90.0,0.304,100,41.67,"rain,snow",1.3,0.5,40.7,23.3,11.6,1008.4,100.0,7.8,11.8,1.0,1,,2022-01-01T07:55:03,2022-01-01T16:54:57,0.96,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-02,-3.7,-14.5,-8.1,-9.9,-20.3,-14.2,-11.3,78.2,1.645,100,41.67,snow,1.6,1.9,41.4,21.4,348.7,1015.6,76.8,12.5,38.0,3.3,2,,2022-01-02T07:55:06,2022-01-02T16:55:52,0.0,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-03,-8.0,-18.2,-12.7,-9.5,-24.2,-16.4,-15.9,77.1,0.0,0,0.0,snow,0.3,1.6,28.4,12.8,195.4,1027.0,42.2,14.6,66.5,5.5,4,,2022-01-03T07:55:05,2022-01-03T16:56:48,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-04,0.1,-10.8,-4.6,-4.6,-15.8,-9.8,-8.4,75.4,0.026,100,4.17,"rain,snow",0.7,0.5,40.0,18.9,208.2,1021.3,48.4,14.7,95.3,8.4,4,,2022-01-04T07:55:03,2022-01-04T16:57:46,0.06,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-05,1.9,-7.5,-1.3,-3.0,-16.0,-7.5,-4.3,80.3,0.874,100,41.67,"rain,snow",1.9,2.0,60.5,38.2,217.4,1002.3,92.6,13.3,11.8,1.0,1,,2022-01-05T07:54:57,2022-01-05T16:58:46,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-06,-4.6,-9.7,-7.2,-11.4,-18.6,-14.4,-10.1,79.5,0.002,100,4.17,snow,0.7,3.2,47.8,31.5,235.4,1010.8,87.2,15.2,46.2,3.8,3,,2022-01-06T07:54:50,2022-01-06T16:59:47,0.13,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"71352099999,CZEL,71368099999,71624099999,E5149,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-07,-7.4,-13.0,-10.0,-13.3,-20.2,-17.3,-13.4,76.2,0.0,0,0.0,snow,0.3,2.9,46.8,31.1,295.1,1018.2,27.6,16.5,103.2,8.8,5,,2022-01-07T07:54:39,2022-01-07T17:00:50,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71368099999,71624099999,71263099999,F5184"
8159 sideroad 30 ,2022-01-08,-1.7,-20.7,-10.3,-7.7,-24.5,-14.8,-13.7,76.7,0.196,100,8.33,"rain,snow",0.1,2.2,36.3,26.0,157.8,1029.1,47.8,15.0,73.3,6.3,3,,2022-01-08T07:54:27,2022-01-08T17:01:54,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-09,1.0,-8.7,-2.3,-4.3,-18.1,-9.1,-4.3,86.1,1.269,100,54.17,"rain,snow",1.9,3.1,55.2,37.9,259.2,1015.6,94.7,9.4,16.5,1.4,1,,2022-01-09T07:54:12,2022-01-09T17:02:59,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-10,-9.9,-16.6,-12.0,-19.3,-24.8,-21.3,-15.5,75.3,0.076,100,33.33,snow,1.3,3.2,50.9,35.8,270.4,1023.7,79.7,8.7,71.4,6.2,4,10.0,2022-01-10T07:53:54,2022-01-10T17:04:06,0.26,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-11,-6.1,-19.0,-13.8,-14.1,-25.9,-21.0,-17.8,71.7,0.0,0,0.0,snow,0.0,2.5,42.4,32.8,183.2,1029.4,65.8,14.7,58.8,5.1,4,10.0,2022-01-11T07:53:34,2022-01-11T17:05:15,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-12,-0.6,-5.0,-1.8,-2.2,-12.2,-7.2,-5.0,78.9,0.013,100,12.5,snow,1.7,3.2,52.3,35.2,244.2,1014.0,88.8,13.7,16.0,1.4,1,10.0,2022-01-12T07:53:12,2022-01-12T17:06:24,0.33,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-13,-0.2,-6.1,-2.2,-0.4,-7.7,-3.4,-3.9,88.6,0.008,100,16.67,snow,0.0,3.6,20.5,12.8,303.1,1014.1,86.7,9.3,24.4,2.2,1,10.0,2022-01-13T07:52:47,2022-01-13T17:07:35,0.36,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-14,-3.7,-19.2,-10.0,-4.6,-29.5,-16.5,-14.5,70.4,0.0,0,0.0,snow,0.0,3.2,37.4,20.3,18.5,1023.0,52.5,14.7,91.0,7.9,4,10.0,2022-01-14T07:52:19,2022-01-14T17:08:47,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-15,-14.1,-22.6,-19.0,-18.7,-33.2,-26.5,-25.6,56.8,0.0,0,0.0,snow,1.3,1.3,36.7,17.9,52.7,1032.5,17.1,14.7,106.9,9.2,5,10.0,2022-01-15T07:51:50,2022-01-15T17:10:00,0.42,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-16,-4.5,-18.1,-10.8,-9.5,-22.5,-15.4,-15.3,71.0,0.0,0,0.0,snow,6.4,3.9,29.5,14.4,90.1,1019.2,44.9,14.2,111.3,9.7,5,10.0,2022-01-16T07:51:18,2022-01-16T17:11:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-17,-4.7,-6.3,-5.6,-10.4,-14.6,-12.6,-8.1,82.7,9.216,100,58.33,snow,8.8,10.5,61.6,33.3,339.6,998.2,86.2,7.3,42.0,3.8,2,10.0,2022-01-17T07:50:43,2022-01-17T17:12:29,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-18,-4.5,-11.7,-7.7,-7.7,-16.8,-12.9,-11.3,75.7,1.188,100,33.33,snow,0.5,10.7,47.5,22.2,293.7,1013.9,62.9,12.7,86.8,7.4,4,10.0,2022-01-18T07:50:07,2022-01-18T17:13:44,0.53,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-19,2.0,-8.1,-1.6,-3.3,-15.2,-8.2,-5.1,77.3,0.104,100,25.0,"freezingrain,snow",0.4,10.8,49.6,35.6,247.2,1009.9,84.0,14.7,42.5,3.7,2,10.0,2022-01-19T07:49:28,2022-01-19T17:15:01,0.56,"Snow, Freezing Drizzle/Freezing Rain, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,71624099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-20,-9.9,-20.0,-14.5,-17.7,-24.2,-21.5,-18.9,69.2,0.0,0,0.0,snow,0.1,9.6,46.8,23.6,332.6,1030.1,44.0,14.8,112.8,9.7,5,10.0,2022-01-20T07:48:47,2022-01-20T17:16:18,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,71624099999,E5149,CWLS,CXHM,71631099999,71263099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-21,-11.1,-25.4,-18.7,-11.4,-26.9,-20.0,-22.4,73.4,0.0,0,0.0,snow,3.8,11.5,15.8,10.4,105.1,1037.5,18.8,15.1,121.2,10.5,5,10.0,2022-01-21T07:48:04,2022-01-21T17:17:36,0.63,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-22,-6.5,-22.3,-12.6,-13.7,-22.3,-17.5,-15.0,82.2,0.025,100,20.83,snow,0.7,11.1,44.2,29.4,211.9,1023.0,76.7,12.3,52.8,4.6,3,10.0,2022-01-22T07:47:18,2022-01-22T17:18:55,0.67,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-23,-6.7,-22.6,-11.5,-12.3,-23.9,-16.9,-15.3,73.3,0.031,100,25.0,snow,0.5,10.4,43.9,24.9,304.2,1012.2,61.6,12.8,90.1,7.7,5,10.0,2022-01-23T07:46:30,2022-01-23T17:20:14,0.7,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-24,-7.8,-21.7,-12.2,-8.3,-21.7,-15.0,-14.7,82.2,1.799,100,41.67,snow,8.1,14.5,29.9,16.3,153.5,1009.3,96.5,9.8,51.8,4.5,3,10.0,2022-01-24T07:45:41,2022-01-24T17:21:33,0.74,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"71352099999,71297099999,CZEL,71368099999,71624099999,E5149,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-25,-8.5,-16.2,-11.9,-14.2,-20.4,-17.1,-15.4,75.8,0.023,100,16.67,snow,2.7,19.7,32.4,18.8,311.6,1017.9,63.0,12.7,104.5,8.9,5,10.0,2022-01-25T07:44:49,2022-01-25T17:22:54,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
8159 sideroad 30 ,2022-01-26,-10.5,-19.4,-15.3,-14.4,-24.9,-20.6,-18.8,75.2,0.004,100,8.33,snow,2.7,19.7,26.3,13.0,157.7,1028.3,49.6,14.0,124.0,10.7,5,10.0,2022-01-26T07:43:55,2022-01-26T17:24:14,0.81,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"71352099999,CZEL,71368099999,CWLS,71631099999,F5184,71833099999"
