name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
8159 sideroad 30 ,2015-06-21,23.2,15.8,19.9,23.2,15.8,19.9,15.2,75.2,0.576,100,12.5,rain,0,0,38.5,26.2,284.6,1009.6,46.4,13.5,289,24.9,9,,2015-06-21T05:39:36,2015-06-21T21:06:25,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,71833099999"
8159 sideroad 30 ,2015-06-22,25.8,14.1,19.8,25.8,14.1,19.8,14.8,74.9,0.581,100,16.67,rain,0,0,46.3,22.6,220,1013.7,35.4,14.2,312.7,27.1,10,,2015-06-22T05:39:50,2015-06-22T21:06:36,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-06-23,22.4,13.5,18.8,22.4,13.5,18.8,15.4,81,16.699,100,25,rain,0,0,65.3,42.7,275.2,1009.7,75,14.3,211.2,18.4,6,,2015-06-23T05:40:05,2015-06-23T21:06:45,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-06-24,23.5,9.2,17,23.5,8.8,16.9,10.8,69.8,0.503,100,4.17,rain,0,0,34.6,19.6,286.8,1019.2,10.8,16.8,343.8,29.9,10,,2015-06-24T05:40:23,2015-06-24T21:06:52,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-06-25,23.4,15.1,18,23.4,15.1,18,12.9,73.1,0,0,0,,0,0,35.9,25.7,90.9,1017.3,58.6,13.9,249.1,21.5,8,,2015-06-25T05:40:42,2015-06-25T21:06:57,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-06-26,21.9,12.4,17.1,21.9,12.4,17.1,11.4,71.6,0,0,0,,0,0,32,21.3,72.9,1018.5,52.2,11.7,342,29.7,9,,2015-06-26T05:41:04,2015-06-26T21:06:59,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-06-27,16.1,13.2,14.7,16.1,13.2,14.7,10.6,77.5,13.41,100,45.83,rain,0,0,54.5,36.2,72.3,1014,100,13.7,72.8,6.1,3,,2015-06-27T05:41:27,2015-06-27T21:07:00,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-06-28,14.7,11.7,13.1,14.7,11.7,13.1,11.7,90.9,18.21,100,79.17,rain,0,0,49.3,31.2,31,1008.2,100,12.5,38.7,3.3,2,,2015-06-28T05:41:53,2015-06-28T21:06:58,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,71833099999"
8159 sideroad 30 ,2015-06-29,22.9,11.3,17.1,22.9,11.3,17.1,12.9,78.3,0.003,100,4.17,rain,0,0,40.7,18.9,221.4,1011.9,48.2,14.1,283.6,24.5,9,,2015-06-29T05:42:20,2015-06-29T21:06:53,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-06-30,17.7,12,15.6,17.7,12,15.6,14,90.1,0.057,100,16.67,rain,0,0,40,12.3,85.1,1009.7,66.9,8.3,179.7,15.6,5,,2015-06-30T05:42:49,2015-06-30T21:06:47,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-01,19,14.1,16.5,19,14.1,16.5,13.8,84.6,1.428,100,20.83,rain,0,0,48.6,24.9,303.6,1009.7,67.6,11,267.5,23.1,8,,2015-07-01T05:43:19,2015-07-01T21:06:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-02,19.5,10.1,15.3,19.5,10.1,15.3,8.2,65.5,0.017,100,4.17,rain,0,0,25.6,14.2,5.9,1015.4,20.6,13.1,256.3,22.2,7,,2015-07-02T05:43:51,2015-07-02T21:06:26,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-03,21.2,6.7,15.1,21.2,6.7,15,6.5,60.6,0.399,100,4.17,rain,0,0,20.2,9.3,75.9,1015.8,9.6,14.4,346.4,30,10,,2015-07-03T05:44:25,2015-07-03T21:06:13,0.56,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-04,24,8.9,16.8,24,8.9,16.8,10.4,68.4,0.2,100,4.17,rain,0,0,28.1,12.9,312.6,1014.9,13.8,14.3,318.5,27.6,10,,2015-07-04T05:45:01,2015-07-04T21:05:58,0.59,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-05,25.8,12.1,19.4,25.8,12.1,19.4,14,73.2,0,0,0,,0,0,27.7,16.8,262.2,1019.5,21.5,11.5,270.8,23.4,9,,2015-07-05T05:45:39,2015-07-05T21:05:40,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-06,26.7,13.2,20.2,27.8,13.2,20.3,15.5,75.7,0,0,0,,0,0,34.2,17.5,141.8,1017.6,16.5,10.5,323.3,27.9,9,,2015-07-06T05:46:18,2015-07-06T21:05:20,0.66,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-07,24.2,14.4,18.4,24.2,14.4,18.4,16.4,88.1,19.321,100,45.83,rain,0,0,59.4,19.4,244.7,1012.1,62,12,154.7,13.5,7,,2015-07-07T05:46:58,2015-07-07T21:04:58,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-08,19.8,11.9,16,19.8,11.9,16,11,73.5,0,0,0,,0,0,36.4,18.4,50.2,1018.6,39.3,14.3,303.3,26.1,9,,2015-07-08T05:47:40,2015-07-08T21:04:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-09,22.2,12.1,16.7,22.2,12.1,16.7,12.3,76.5,0,0,0,,0,0,27.7,15.6,8.7,1014.8,53.3,14.1,229.9,20,7,,2015-07-09T05:48:24,2015-07-09T21:04:07,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-10,24.5,9.6,18,24.5,9.6,18,11.2,67.9,0,0,0,,0,0,26.3,12.2,321.2,1018.7,19.7,14.3,316.1,27.3,9,,2015-07-10T05:49:09,2015-07-10T21:03:38,0.81,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-11,26.1,10.7,19.4,26.1,10.7,19.4,13.6,71.7,0,0,0,,0,0,26.3,14.5,282.1,1020.6,13.9,11.8,322.2,27.8,9,,2015-07-11T05:49:55,2015-07-11T21:03:07,0.84,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-12,25.8,14.2,20.4,25.8,14.2,20.4,14.9,73.3,0,0,0,,0,0,19.8,12,230.5,1017.6,46.7,11.2,281.4,24.4,9,,2015-07-12T05:50:43,2015-07-12T21:02:34,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-13,26.1,13,20.7,26.1,13,20.7,15.3,73.1,0,0,0,,0,0,33.8,18.3,155.6,1010,23,11.4,280.9,24.2,8,,2015-07-13T05:51:32,2015-07-13T21:01:59,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-14,22.9,16.9,19.7,22.9,16.9,19.7,17.7,88.5,10.247,100,33.33,rain,0,0,41.5,23.5,96.9,1001.2,76.5,12.1,71.4,6.1,3,,2015-07-14T05:52:22,2015-07-14T21:01:21,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-15,20.1,10,15.3,20.1,7.8,15.2,9,67.2,0,0,0,,0,0,40.9,27.2,26.8,1013.5,16.1,14.3,349.2,30.2,10,,2015-07-15T05:53:13,2015-07-15T21:00:42,0,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-16,22.3,7.8,16.2,22.3,7.8,16.1,10.3,70.7,0,0,0,,0,0,27.4,11.1,121.6,1019,12.9,14.4,339.1,29.2,9,,2015-07-16T05:54:05,2015-07-16T21:00:00,0.02,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-17,22.3,12.9,17.5,22.3,12.9,17.5,15.4,87.5,3.694,100,41.67,rain,0,0,56.5,15.4,156,1012.6,93.2,11.6,66.6,5.7,3,,2015-07-17T05:54:59,2015-07-17T20:59:16,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-18,28.2,19,23.2,29.9,19,23.7,19.9,83.2,0,0,0,,0,0,33.8,17.6,241.4,1011.1,61,10,277.6,24,9,,2015-07-18T05:55:53,2015-07-18T20:58:30,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,71833099999"
8159 sideroad 30 ,2015-07-19,27.9,19.3,23.5,30.2,19.3,24,19.7,79.6,0,0,0,,0,0,41.4,20.8,254.8,1008.8,44.6,14.3,227.1,19.6,7,,2015-07-19T05:56:48,2015-07-19T20:57:43,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-20,25.2,12.8,20.1,25.2,12.8,20.1,15,74.5,0,0,0,,0,0,40.7,22.2,246.9,1007.8,31.9,14.2,305.7,26.6,9,,2015-07-20T05:57:45,2015-07-20T20:56:53,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-21,21.9,15.6,19.1,21.9,15.6,19.1,12.9,68.9,0.585,100,4.17,rain,0,0,39.2,24.8,308.4,1006.8,37.6,14.3,316.3,27.2,9,,2015-07-21T05:58:42,2015-07-21T20:56:01,0.18,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-22,21.2,11.1,16.5,21.2,11.1,16.5,10,67.5,0.28,100,4.17,rain,0,0,38.5,24.7,304.9,1012.5,18.6,14.3,299.4,25.8,8,,2015-07-22T05:59:40,2015-07-22T20:55:07,0.21,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-23,23.2,9.5,16.6,23.2,9.5,16.6,9.1,64.9,0,0,0,,0,0,31.5,18,313.2,1015.3,4.8,14.4,337,29.2,9,,2015-07-23T06:00:38,2015-07-23T20:54:12,0.25,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,71833099999"
8159 sideroad 30 ,2015-07-24,25.9,8.1,18.4,25.9,8.1,18.4,11.6,68.2,0,0,0,,0,0,32.4,14.3,260.2,1015.9,35.1,14.3,293.1,25.4,9,,2015-07-24T06:01:38,2015-07-24T20:53:14,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-25,27.1,17.3,22.4,28,17.3,22.5,17,72.8,0,0,0,,0,0,37.6,25.2,247.8,1013.1,29.8,14.3,222.4,19.1,7,,2015-07-25T06:02:38,2015-07-25T20:52:15,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-26,28.1,13.1,21.3,28.1,13.1,21.4,15.1,70.5,0,0,0,,0,0,22.3,10.4,327.3,1014.2,4.6,13.4,277.1,23.9,8,,2015-07-26T06:03:39,2015-07-26T20:51:14,0.34,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-27,29.2,15,22.6,29.1,15,22.6,15.4,67,0,0,0,,0,0,26.3,12.9,320.3,1016.7,0.4,13.7,286.4,24.7,9,,2015-07-27T06:04:41,2015-07-27T20:50:11,0.38,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-28,30,13.8,22.8,29.7,13.8,22.7,15.6,67.6,0,0,0,,0,0,18,9.5,310.7,1017.1,0,12.3,322.5,27.7,9,,2015-07-28T06:05:43,2015-07-28T20:49:06,0.41,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-29,29.9,16.7,23.6,30.2,16.7,23.7,16.9,69.3,0,0,0,,0,0,36,17.7,217.1,1014,29.2,11.4,292.3,25.3,9,,2015-07-29T06:06:45,2015-07-29T20:48:00,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-30,26.1,15.8,22.1,26.1,15.8,22.1,14.5,64.5,0,0,0,,0,0,45.3,26.5,267.7,1011.3,21.7,14.3,312.6,27,9,,2015-07-30T06:07:48,2015-07-30T20:46:51,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-07-31,27.4,11.8,19.7,27.2,11.8,19.7,13.3,69.8,1.559,100,4.17,rain,0,0,38.1,25.2,273.2,1011.1,24.7,14.3,271.4,23.5,8,,2015-07-31T06:08:52,2015-07-31T20:45:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71352099999,71297099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,71833099999"
8159 sideroad 30 ,2015-08-01,23.9,12.3,18.1,23.9,12.3,18.1,12.7,73.7,0.017,100,4.17,rain,0,0,44.6,23.1,276.8,1011,18.5,14.3,265.9,22.9,7,,2015-08-01T06:09:56,2015-08-01T20:44:30,0.54,Rain,Clear conditions throughout the day with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-02,26.5,11,18.6,26.5,11,18.6,13.6,75.8,15.274,100,20.83,rain,0,0,54.7,26.7,227.2,1009,31.4,13.9,256,22.3,9,,2015-08-02T06:11:00,2015-08-02T20:43:17,0.58,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71534099999,71263099999,71833099999"
8159 sideroad 30 ,2015-08-03,22.7,15.9,18.7,22.7,15.9,18.7,13.7,74.8,1.823,100,20.83,rain,0,0,72.4,22.2,246.7,1007,60,14.5,265.4,23,9,,2015-08-03T06:12:05,2015-08-03T20:42:02,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71534099999,71631099999,71263099999,71833099999"
8159 sideroad 30 ,2015-08-04,22.8,14.1,17.7,22.8,14.1,17.7,13.5,78.4,0.988,100,12.5,rain,0,0,48.6,21.8,276.5,1011.8,38.4,14.3,250.3,21.7,8,,2015-08-04T06:13:10,2015-08-04T20:40:46,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-05,20.2,10.6,15.3,20.2,10.6,15.3,10.6,75.1,0,0,0,,0,0,39.2,23.8,305.6,1016.3,29.9,14.3,225.1,19.5,6,,2015-08-05T06:14:16,2015-08-05T20:39:29,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,CXHM,71631099999,71833099999"
8159 sideroad 30 ,2015-08-06,22.1,8.3,15.9,22.1,8.3,15.9,10.8,74.2,0,0,0,,0,0,23.4,11.6,7.2,1016.8,19.2,14.2,242.8,21,8,,2015-08-06T06:15:22,2015-08-06T20:38:10,0.75,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-07,22.8,12.3,17.5,22.8,12.3,17.5,11.2,68.4,0,0,0,,0,0,34.2,13,79.8,1015.7,16.4,14.3,242.4,21,8,,2015-08-07T06:16:28,2015-08-07T20:36:49,0.75,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-08,21.3,12.9,16.8,21.3,12.9,16.8,12.4,75.9,0,0,0,,0,0,34.6,17.7,95.3,1017.5,47.1,14.3,169.4,14.4,7,,2015-08-08T06:17:34,2015-08-08T20:35:27,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-09,23.5,10.7,17.3,23.5,10.7,17.3,11.7,72.4,0,0,0,,0,0,27.7,15.1,86.2,1018,0,11.9,305.8,26.4,9,,2015-08-09T06:18:40,2015-08-09T20:34:04,0.83,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-10,20,11.5,15.9,20,11.5,15.9,13.9,87.8,12.308,100,37.5,rain,0,0,34.2,9.3,87.3,1012.8,68.4,10.3,122.7,10.5,6,,2015-08-10T06:19:47,2015-08-10T20:32:39,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-11,21.6,14.6,17.9,21.6,14.6,17.9,15,84.1,0,0,0,,0,0,42.1,21.6,312.7,1011.3,50.9,10.4,218.2,18.8,7,,2015-08-11T06:20:54,2015-08-11T20:31:14,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-12,20.4,10.7,16.4,20.4,10.7,16.4,11.3,74.3,0,0,0,,0,0,33.8,20.4,322,1016.3,18.4,14.3,239.3,20.5,8,,2015-08-12T06:22:01,2015-08-12T20:29:47,0.93,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-13,24.3,7.2,16.9,24.3,7.2,16.9,12.6,77.2,0.399,100,4.17,rain,0,0,34.2,18.8,227.8,1017.4,19.8,13.4,241.9,20.8,7,,2015-08-13T06:23:08,2015-08-13T20:28:18,0.97,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-14,24.3,18.1,20.5,24.3,18.1,20.5,18.5,88.6,14.475,100,33.33,rain,0,0,54,17.4,229.8,1017.5,76,13.7,173.5,15.1,6,,2015-08-14T06:24:15,2015-08-14T20:26:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-15,27.7,17.9,22.1,28.6,17.9,22.3,18,79.6,0,0,0,,0,0,20.5,8,312.4,1019.8,44.1,10.8,183.9,15.7,6,,2015-08-15T06:25:22,2015-08-15T20:25:18,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-16,28,14.8,21.8,28.7,14.8,21.9,17.2,77.5,0.585,100,4.17,rain,0,0,30.6,16.2,235,1019.9,7.5,11.2,292.2,25.1,9,,2015-08-16T06:26:29,2015-08-16T20:23:46,0.07,Rain,Clear conditions throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-17,29,17.9,23.1,30.2,17.9,23.4,18.7,78.1,0,0,0,,0,0,33.3,19.7,234.9,1017.3,15.4,13,265.1,22.9,8,,2015-08-17T06:27:37,2015-08-17T20:22:14,0.1,Clear,Clear conditions throughout the day.,clear-day,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-18,24.7,18.9,21.5,24.7,18.9,21.5,19,86.1,0.136,100,8.33,rain,0,0,28.1,12.1,181.9,1014.5,70.7,9.3,113.5,9.7,4,,2015-08-18T06:28:44,2015-08-18T20:20:40,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-19,27.1,16.7,21.7,28.5,16.7,21.9,18.7,84.2,4.048,100,8.33,rain,0,0,35.3,19.7,148,1011.2,47.4,8.7,221,19.1,7,,2015-08-19T06:29:52,2015-08-19T20:19:05,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-20,22.2,17.3,20.5,22.2,17.3,20.5,16.6,79.2,4.779,100,20.83,rain,0,0,45,24.6,218.5,1008.6,68.6,14.4,144.4,12.3,7,,2015-08-20T06:30:59,2015-08-20T20:17:29,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-21,19.3,11.5,15.7,19.3,11.5,15.7,11.9,78.3,0.01,100,4.17,rain,0,0,37.1,15.3,269,1018.2,52.4,14.3,147.8,12.6,4,,2015-08-21T06:32:07,2015-08-21T20:15:52,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-22,23.5,8.8,16.6,23.5,8.8,16.6,11.5,74.4,0.975,100,8.33,rain,0,0,20.2,7.5,101.1,1021.9,10.1,11.8,275.1,23.7,9,,2015-08-22T06:33:14,2015-08-22T20:14:15,0.25,Rain,Clear conditions throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-23,23.2,12.5,17.8,23.2,12.5,17.8,12.9,74.9,0.975,100,4.17,rain,0,0,33.1,16,133,1015.6,28.4,12.9,267.9,23.1,9,,2015-08-23T06:34:22,2015-08-23T20:12:36,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-24,20.1,13.6,17.3,20.1,13.6,17.3,12.5,75.3,2.001,100,25,rain,0,0,40.7,21.6,241,1009.9,62.1,14.3,184.7,16,5,,2015-08-24T06:35:29,2015-08-24T20:10:57,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-25,16.7,9.2,13.8,16.7,8.2,13.8,10.4,80.3,0.341,100,25,rain,0,0,37.4,19.5,258.8,1012.6,88.3,14.3,150,13,6,,2015-08-25T06:36:37,2015-08-25T20:09:17,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-26,16.9,11.8,14,16.9,11.8,14,11.4,84.5,0.072,100,25,rain,0,0,36.7,19.6,283.9,1016.9,89.6,14.5,91.6,7.9,3,,2015-08-26T06:37:44,2015-08-26T20:07:36,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-27,16.4,9.6,14,16.4,9.6,14,10.7,81.2,0.021,100,12.5,rain,0,0,30.6,13.1,320.6,1021,73.2,14.3,127.1,10.9,4,,2015-08-27T06:38:51,2015-08-27T20:05:54,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-28,21.1,6.2,14.1,21.1,6.2,14.1,10.4,80.6,0.399,100,4.17,rain,0,0,21.6,8.5,288.8,1022.6,40,10.8,260,22.5,8,,2015-08-28T06:39:59,2015-08-28T20:04:12,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
8159 sideroad 30 ,2015-08-29,21.9,11.5,16.6,21.9,11.5,16.6,14.1,85.7,1.541,100,8.33,rain,0,0,20.5,8.3,346.2,1020.8,93.4,10,91.2,7.8,3,,2015-08-29T06:41:06,2015-08-29T20:02:29,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71352099999,CZEL,71368099999,71624099999,CWLS,CXHM,71631099999,71833099999"
8159 sideroad 30 ,2015-08-30,24.7,16,20,24.7,16,20,16.6,81.9,0.028,100,4.17,rain,0,0,25.6,11.2,233.2,1018.2,56.1,10.6,194.7,16.7,7,,2015-08-30T06:42:14,2015-08-30T20:00:45,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"71352099999,CZEL,71368099999,CWLS,71631099999,71833099999"
